"","subj","trialNo","stimNo","focNo","verbNo","con","foc","verb","quesCode.art.1","quesCode.art.2","quesCode.noun.1","quesCode.noun.2","resp.art","resp.noun","respCode.art","respCode.noun","TMS","sess.no","RT","accur","decision","accur.code"
"21001","15",73,45,2,44,"semantics","object","44",2,2,2,2,"dieL","Patient",1,2,"BA44",2,1032.4,"correct","noun",1
"21004","15",76,22,1,22,"semantics","subject","22",2,2,2,2,"dieL","Agent",1,1,"BA44",2,973.7,"correct","noun",1
"21005","15",77,36,2,35,"semantics","object","35",2,2,2,2,"dieR","Patient",2,2,"BA44",2,967.4,"correct","noun",1
"21007","15",79,1,1,1,"semantics","subject","1",2,2,2,2,"dieR","Agent",2,1,"BA44",2,956.4,"correct","noun",1
"21010","15",82,16,2,15,"semantics","object","15",2,2,2,1,"dieR","Patient",2,1,"BA44",2,873.1,"correct","noun",1
"21012","15",84,14,1,14,"semantics","subject","14",2,1,2,2,"dieR","Agent",2,1,"BA44",2,1007.3,"correct","noun",1
"21015","15",87,25,1,25,"semantics","subject","25",2,2,2,1,"dieR","Agent",2,2,"BA44",2,845.1,"correct","noun",1
"21017","15",89,32,2,31,"semantics","object","31",2,2,2,1,"dieR","Patient",2,1,"BA44",2,978.1,"correct","noun",1
"21019","15",91,48,2,47,"semantics","object","47",2,2,2,1,"dieR","Patient",2,1,"BA44",2,1842.7,"correct","noun",1
"21021","15",93,5,1,5,"semantics","subject","5",2,1,2,1,"dieR","Agent",2,2,"BA44",2,1357.1,"correct","noun",1
"21024","15",96,19,1,19,"semantics","subject","19",2,1,2,1,"dieR","Agent",2,2,"BA44",2,687.5,"correct","noun",1
"21026","15",98,17,2,16,"semantics","object","16",2,2,2,2,"dieR","Patient",2,2,"BA44",2,707.1,"correct","noun",1
"21029","15",101,20,1,20,"semantics","subject","20",2,1,2,2,"dieR","Agent",2,1,"BA44",2,1528.7,"correct","noun",1
"21032","15",104,20,2,19,"semantics","object","19",2,1,2,1,"dieR","Patient",2,1,"BA44",2,815.4,"correct","noun",1
"21033","15",105,12,1,12,"semantics","subject","12",2,2,2,2,"dieL","Agent",1,1,"BA44",2,964.7,"correct","noun",1
"21035","15",107,9,1,9,"semantics","subject","9",2,1,2,1,"dieL","Agent",1,2,"BA44",2,733.1,"correct","noun",1
"21038","15",110,18,2,17,"semantics","object","17",2,1,2,1,"dieR","Patient",2,1,"BA44",2,790.8,"correct","noun",1
"21040","15",112,52,1,52,"semantics","subject","52",2,2,2,1,"dieR","Agent",2,2,"BA44",2,903.4,"correct","noun",1
"21043","15",115,67,1,67,"semantics","subject","67",2,1,2,2,"dieR","Agent",2,1,"BA44",2,811.6,"correct","noun",1
"21044","15",116,23,2,22,"semantics","object","22",2,2,2,2,"dieR","Agent",2,1,"BA44",2,1452.1,"incorrect","noun",0
"21047","15",119,67,2,66,"semantics","object","66",2,1,2,1,"dieR","Patient",2,1,"BA44",2,842,"correct","noun",1
"21049","15",121,9,2,8,"semantics","object","8",2,2,2,2,"dieR","Patient",2,2,"BA44",2,886.2,"correct","noun",1
"21050","15",122,43,1,43,"semantics","subject","43",2,2,2,1,"dieR","Agent",2,2,"BA44",2,979.6,"correct","noun",1
"21053","15",125,2,1,2,"semantics","subject","2",2,1,2,1,"dieR","Agent",2,2,"BA44",2,993.9,"correct","noun",1
"21054","15",126,28,2,27,"semantics","object","27",2,1,2,1,"dieL","Patient",1,1,"BA44",2,1059.5,"correct","noun",1
"21056","15",128,5,2,4,"semantics","object","4",2,2,2,2,"dieL","Patient",1,2,"BA44",2,632.9,"correct","noun",1
"21057","15",129,50,1,50,"semantics","subject","50",2,1,2,2,"dieL","Agent",1,1,"BA44",2,1256.7,"correct","noun",1
"21059","15",131,49,1,49,"semantics","subject","49",2,1,2,1,"dieR","Agent",2,2,"BA44",2,626.8,"correct","noun",1
"21062","15",134,28,1,28,"semantics","subject","28",2,1,2,2,"dieL","Agent",1,1,"BA44",2,1125,"correct","noun",1
"21063","15",135,64,2,63,"semantics","object","63",2,2,2,1,"dieR","Agent",2,2,"BA44",2,1554,"incorrect","noun",0
"21065","15",137,13,1,13,"semantics","subject","13",2,1,2,1,"dieR","Agent",2,2,"BA44",2,924,"correct","noun",1
"21066","15",138,11,2,10,"semantics","object","10",2,1,2,2,"dieR","Patient",2,2,"BA44",2,1486.5,"correct","noun",1
"21068","15",140,33,2,32,"semantics","object","32",2,2,2,2,"dieR","Patient",2,2,"BA44",2,903.9,"correct","noun",1
"21070","15",142,23,1,23,"semantics","subject","23",2,1,2,1,"dieL","Agent",1,2,"BA44",2,1503.9,"correct","noun",1
"21072","15",144,4,2,3,"semantics","object","3",2,1,2,2,"dieR","Patient",2,2,"BA44",2,708.8,"correct","noun",1
"21073","15",145,26,1,26,"semantics","subject","26",2,2,2,2,"dieR","Agent",2,1,"BA44",2,984.7,"correct","noun",1
"21075","15",147,47,1,47,"semantics","subject","47",2,2,2,1,"dieR","Agent",2,2,"BA44",2,1116.9,"correct","noun",1
"21076","15",148,2,2,1,"semantics","object","1",2,2,2,2,"dieR","Patient",2,2,"BA44",2,1240.9,"correct","noun",1
"21078","15",150,15,2,14,"semantics","object","14",2,1,2,2,"dieR","Patient",2,2,"BA44",2,939.5,"correct","noun",1
"21079","15",151,11,1,11,"semantics","subject","11",2,2,2,1,"dieL","Agent",1,2,"BA44",2,1874.7,"correct","noun",1
"21081","15",153,35,2,34,"semantics","object","34",2,2,2,1,"dieR","Patient",2,1,"BA44",2,1091.8,"correct","noun",1
"21084","15",156,39,2,38,"semantics","object","38",2,1,2,2,"dieR","Patient",2,2,"BA44",2,901.7,"correct","noun",1
"21086","15",158,26,2,25,"semantics","object","25",2,2,2,1,"dieR","Agent",2,2,"BA44",2,1483.9,"incorrect","noun",0
"21088","15",160,66,1,66,"semantics","subject","66",2,1,2,1,"dieL","Agent",1,2,"BA44",2,1201.1,"correct","noun",1
"21090","15",162,44,2,43,"semantics","object","43",2,2,2,1,"dieR","Patient",2,1,"BA44",2,943.5,"correct","noun",1
"21092","15",164,37,1,37,"semantics","subject","37",2,1,2,1,"dieR","Agent",2,2,"BA44",2,1381.7,"correct","noun",1
"21093","15",165,65,2,64,"semantics","object","64",2,2,2,2,"dieR","Patient",2,2,"BA44",2,1310.5,"correct","noun",1
"21095","15",167,21,2,20,"semantics","object","20",2,1,2,2,"dieR",NA,2,2,"BA44",2,NA,NA,"noun",NA
"21098","15",170,24,1,24,"semantics","subject","24",2,1,2,2,"dieR","Patient",2,2,"BA44",2,2047.9,"incorrect","noun",0
"21100","15",172,46,1,46,"semantics","subject","46",2,1,2,2,"dieR","Agent",2,1,"BA44",2,1712.8,"correct","noun",1
"21103","15",175,6,2,5,"semantics","object","5",2,1,2,1,"dieR","Agent",2,2,"BA44",2,222.4,"incorrect","noun",0
"21104","15",176,61,1,61,"semantics","subject","61",2,1,2,2,"dieR","Patient",2,2,"BA44",2,1062.7,"incorrect","noun",0
"21106","15",178,50,2,49,"semantics","object","49",2,1,2,1,"dieR","Patient",2,1,"BA44",2,1048.1,"correct","noun",1
"21108","15",180,45,1,45,"semantics","subject","45",2,1,2,1,"dieR","Agent",2,2,"BA44",2,1447.2,"correct","noun",1
"21110","15",182,10,2,9,"semantics","object","9",2,1,2,1,"dieR","Agent",2,2,"BA44",2,1045.6,"incorrect","noun",0
"21112","15",184,60,1,60,"semantics","subject","60",2,2,2,1,"dieR","Agent",2,2,"BA44",2,906.7,"correct","noun",1
"21115","15",187,68,2,67,"semantics","object","67",2,1,2,2,"dieR","Patient",2,2,"BA44",2,1059,"correct","noun",1
"21116","15",188,32,1,32,"semantics","subject","32",2,2,2,2,"dieL","Agent",1,1,"BA44",2,735.6,"correct","noun",1
"21118","15",190,17,1,17,"semantics","subject","17",2,1,2,1,"dieR","Patient",2,1,"BA44",2,899.4,"incorrect","noun",0
"21121","15",1,26,1,26,"semantics","subject","26",2,1,2,1,"dieR","Agent",2,2,"BA45",3,1349.6,"correct","noun",1
"21122","15",2,24,2,23,"semantics","object","23",2,1,2,2,"dieR","Patient",2,2,"BA45",3,1105.5,"correct","noun",1
"21124","15",4,27,1,27,"semantics","subject","27",2,1,2,2,"dieR","Agent",2,1,"BA45",3,920,"correct","noun",1
"21126","15",6,44,2,43,"semantics","object","43",2,2,2,2,"dieR","Patient",2,2,"BA45",3,1039.9,"correct","noun",1
"21129","15",9,8,1,8,"semantics","subject","8",2,1,2,1,"dieR","Agent",2,2,"BA45",3,1015.7,"correct","noun",1
"21130","15",10,50,2,49,"semantics","object","49",2,1,2,2,"dieR","Patient",2,2,"BA45",3,850,"correct","noun",1
"21133","15",13,23,2,22,"semantics","object","22",2,1,2,1,"dieR","Patient",2,1,"BA45",3,1266.1,"correct","noun",1
"21135","15",15,9,1,9,"semantics","subject","9",2,1,2,2,"dieR","Agent",2,1,"BA45",3,852.5,"correct","noun",1
"21136","15",16,6,2,5,"semantics","object","5",2,1,2,2,"dieR","Patient",2,2,"BA45",3,1087.4,"correct","noun",1
"21138","15",18,3,2,2,"semantics","object","2",2,1,2,2,"dieR","Patient",2,2,"BA45",3,1094.3,"correct","noun",1
"21140","15",20,46,2,45,"semantics","object","45",2,1,2,2,"dieR","Agent",2,1,"BA45",3,2176.5,"incorrect","noun",0
"21141","15",21,48,1,48,"semantics","subject","48",2,1,2,1,"dieR","Patient",2,1,"BA45",3,1245.3,"incorrect","noun",0
"21143","15",23,3,1,3,"semantics","subject","3",2,2,2,1,"dieR","Agent",2,2,"BA45",3,1345.8,"correct","noun",1
"21145","15",25,31,1,31,"semantics","subject","31",2,2,2,2,"dieR","Agent",2,1,"BA45",3,1095.6,"correct","noun",1
"21148","15",28,32,1,32,"semantics","subject","32",2,1,2,1,"dieR","Agent",2,2,"BA45",3,1028,"correct","noun",1
"21151","15",31,24,1,24,"semantics","subject","24",2,2,2,1,"dieR","Agent",2,2,"BA45",3,1002,"correct","noun",1
"21154","15",34,62,2,61,"semantics","object","61",2,2,2,1,"dieR","Patient",2,1,"BA45",3,1056,"correct","noun",1
"21157","15",37,38,2,37,"semantics","object","37",2,1,2,2,"dieR","Patient",2,2,"BA45",3,882.8,"correct","noun",1
"21160","15",40,14,1,14,"semantics","subject","14",2,2,2,1,"dieR","Agent",2,2,"BA45",3,1051.2,"correct","noun",1
"21161","15",41,18,2,17,"semantics","object","17",2,1,2,2,"dieR","Patient",2,2,"BA45",3,998.1,"correct","noun",1
"21163","15",43,53,2,52,"semantics","object","52",2,2,2,2,"dieR","Patient",2,2,"BA45",3,1058.5,"correct","noun",1
"21164","15",44,1,1,1,"semantics","subject","1",2,1,2,1,"dieR","Agent",2,2,"BA45",3,1398.3,"correct","noun",1
"21166","15",46,11,1,11,"semantics","subject","11",2,2,2,2,"dieR","Agent",2,1,"BA45",3,964.7,"correct","noun",1
"21168","15",48,51,2,50,"semantics","object","50",2,2,2,1,"dieR","Patient",2,1,"BA45",3,927.1,"correct","noun",1
"21171","15",51,38,1,38,"semantics","subject","38",2,2,2,1,"dieR","Agent",2,2,"BA45",3,1157.8,"correct","noun",1
"21173","15",53,25,2,24,"semantics","object","24",2,2,2,1,"dieR","Patient",2,1,"BA45",3,1068.2,"correct","noun",1
"21176","15",56,28,1,28,"semantics","subject","28",2,2,2,1,"dieR","Agent",2,2,"BA45",3,1006.2,"correct","noun",1
"21177","15",57,2,2,1,"semantics","object","1",2,1,2,1,"dieR","Patient",2,1,"BA45",3,1269.2,"correct","noun",1
"21179","15",59,35,2,34,"semantics","object","34",2,2,2,2,"dieR","Patient",2,2,"BA45",3,1206.1,"correct","noun",1
"21180","15",60,12,1,12,"semantics","subject","12",2,1,2,1,"dieR","Agent",2,2,"BA45",3,892.3,"correct","noun",1
"21182","15",62,35,1,35,"semantics","subject","35",2,1,2,1,"dieR","Agent",2,2,"BA45",3,931,"correct","noun",1
"21185","15",65,19,2,18,"semantics","object","18",2,2,2,1,"dieR","Patient",2,1,"BA45",3,1017,"correct","noun",1
"21186","15",66,15,1,15,"semantics","subject","15",2,2,2,2,"dieR","Agent",2,1,"BA45",3,795.3,"correct","noun",1
"21189","15",69,65,2,64,"semantics","object","64",2,1,2,1,"dieL","Patient",1,1,"BA45",3,858.9,"correct","noun",1
"21192","15",72,22,1,22,"semantics","subject","22",2,1,2,1,"dieR","Agent",2,2,"BA45",3,1173.1,"correct","noun",1
"21193","15",73,48,2,47,"semantics","object","47",2,2,2,2,"dieR","Patient",2,2,"BA45",3,1194,"correct","noun",1
"21195","15",75,4,1,4,"semantics","subject","4",2,1,2,1,"dieR","Agent",2,2,"BA45",3,1253.3,"correct","noun",1
"21196","15",76,10,2,9,"semantics","object","9",2,1,2,2,"dieR","Patient",2,2,"BA45",3,993.1,"correct","noun",1
"21198","15",78,2,1,2,"semantics","subject","2",2,1,2,2,"dieR","Agent",2,1,"BA45",3,1065.9,"correct","noun",1
"21201","15",81,26,2,25,"semantics","object","25",2,2,2,2,"dieR","Patient",2,2,"BA45",3,804.3,"correct","noun",1
"21203","15",83,5,1,5,"semantics","subject","5",2,1,2,2,"dieR","Agent",2,1,"BA45",3,1055.5,"correct","noun",1
"21204","15",84,68,2,67,"semantics","object","67",2,2,2,1,"dieL","Patient",1,1,"BA45",3,988.7,"correct","noun",1
"21207","15",87,20,1,20,"semantics","subject","20",2,2,2,1,"dieR","Agent",2,2,"BA45",3,957.5,"correct","noun",1
"21209","15",89,11,2,10,"semantics","object","10",2,2,2,1,"dieR","Patient",2,1,"BA45",3,1132.3,"correct","noun",1
"21211","15",91,15,2,14,"semantics","object","14",2,2,2,1,"dieL","Agent",1,2,"BA45",3,1093.9,"incorrect","noun",0
"21212","15",92,63,1,63,"semantics","subject","63",2,2,2,2,"dieL","Agent",1,1,"BA45",3,807.9,"correct","noun",1
"21214","15",94,43,1,43,"semantics","subject","43",2,2,2,2,"dieR","Agent",2,1,"BA45",3,902.3,"correct","noun",1
"21215","15",95,49,2,48,"semantics","object","48",2,1,2,1,"dieL","Patient",1,1,"BA45",3,1109.3,"correct","noun",1
"21217","15",97,47,2,46,"semantics","object","46",2,2,2,1,"dieR","Patient",2,1,"BA45",3,1173.3,"correct","noun",1
"21219","15",99,44,1,44,"semantics","subject","44",2,1,2,1,"dieR","Agent",2,2,"BA45",3,846.3,"correct","noun",1
"21221","15",101,27,2,26,"semantics","object","26",2,1,2,1,"dieL","Patient",1,1,"BA45",3,1168.2,"correct","noun",1
"21223","15",103,8,2,7,"semantics","object","7",2,2,2,2,"dieR","Patient",2,2,"BA45",3,1039.6,"correct","noun",1
"21225","15",105,16,1,16,"semantics","subject","16",2,1,2,1,"dieL","Agent",1,2,"BA45",3,1055.4,"correct","noun",1
"21227","15",107,64,2,63,"semantics","object","63",2,2,2,2,"dieR","Patient",2,2,"BA45",3,1049.8,"correct","noun",1
"21228","15",108,50,1,50,"semantics","subject","50",2,2,2,1,"dieL","Agent",1,2,"BA45",3,773.3,"correct","noun",1
"21231","15",111,17,1,17,"semantics","subject","17",2,1,2,2,"dieR","Agent",2,1,"BA45",3,883.7,"correct","noun",1
"21233","15",113,4,2,3,"semantics","object","3",2,2,2,1,"dieR","Patient",2,1,"BA45",3,1235,"correct","noun",1
"21234","15",114,21,1,21,"semantics","subject","21",2,2,2,2,"dieL","Agent",1,1,"BA45",3,1067.3,"correct","noun",1
"21237","15",117,10,1,10,"semantics","subject","10",2,2,2,1,"dieL","Agent",1,2,"BA45",3,1044.8,"correct","noun",1
"21239","15",119,67,2,66,"semantics","object","66",2,1,2,2,"dieL","Patient",1,2,"BA45",3,989.4,"correct","noun",1
"21240","15",120,60,1,60,"semantics","subject","60",2,2,2,2,"dieR","Agent",2,1,"BA45",3,847.1,"correct","noun",1
"21242","15",122,5,2,4,"semantics","object","4",2,1,2,1,"dieR","Patient",2,1,"BA45",3,925,"correct","noun",1
"21245","15",125,47,1,47,"semantics","subject","47",2,2,2,2,"dieR","Agent",2,1,"BA45",3,1447.9,"correct","noun",1
"21248","15",128,19,1,19,"semantics","subject","19",2,1,2,2,"dieR","Agent",2,1,"BA45",3,982.8,"correct","noun",1
"21251","15",131,9,2,8,"semantics","object","8",2,1,2,1,"dieR","Patient",2,1,"BA45",3,836.7,"correct","noun",1
"21252","15",132,67,1,67,"semantics","subject","67",2,2,2,1,"dieR","Agent",2,2,"BA45",3,1054.7,"correct","noun",1
"21255","15",135,39,2,38,"semantics","object","38",2,2,2,1,"dieL","Patient",1,1,"BA45",3,1395.5,"correct","noun",1
"21257","15",137,36,2,35,"semantics","object","35",2,1,2,1,"dieR","Patient",2,1,"BA45",3,1284.5,"correct","noun",1
"21258","15",138,18,1,18,"semantics","subject","18",2,2,2,1,"dieR","Patient",2,1,"BA45",3,1167,"incorrect","noun",0
"21261","15",141,14,2,13,"semantics","object","13",2,1,2,2,"dieR","Patient",2,2,"BA45",3,852.2,"correct","noun",1
"21263","15",143,49,1,49,"semantics","subject","49",2,1,2,2,"dieR","Agent",2,1,"BA45",3,1279.1,"correct","noun",1
"21264","15",144,16,2,15,"semantics","object","15",2,2,2,2,"dieR","Patient",2,2,"BA45",3,767.9,"correct","noun",1
"21266","15",146,13,2,12,"semantics","object","12",2,1,2,1,"dieR","Patient",2,1,"BA45",3,1139.7,"correct","noun",1
"21267","15",147,66,1,66,"semantics","subject","66",2,1,2,2,"dieR","Patient",2,2,"BA45",3,1289.4,"incorrect","noun",0
"21269","15",149,45,1,45,"semantics","subject","45",2,1,2,2,"dieR","Agent",2,1,"BA45",3,1327.2,"correct","noun",1
"21270","15",150,17,2,16,"semantics","object","16",2,1,2,1,"dieR","Patient",2,1,"BA45",3,1066.8,"correct","noun",1
"21272","15",152,37,1,37,"semantics","subject","37",2,1,2,2,"dieR","Agent",2,1,"BA45",3,1005.2,"correct","noun",1
"21274","15",154,61,1,61,"semantics","subject","61",2,2,2,1,"dieR","Agent",2,2,"BA45",3,1437.9,"correct","noun",1
"21276","15",156,29,2,28,"semantics","object","28",2,2,2,1,"dieR","Patient",2,1,"BA45",3,1064.7,"correct","noun",1
"21277","15",157,23,1,23,"semantics","subject","23",2,1,2,2,"dieR","Agent",2,1,"BA45",3,1986,"correct","noun",1
"21279","15",159,33,2,32,"semantics","object","32",2,1,2,1,"dieR","Patient",2,1,"BA45",3,1181.1,"correct","noun",1
"21282","15",162,20,2,19,"semantics","object","19",2,1,2,2,"dieR","Patient",2,2,"BA45",3,1233.7,"correct","noun",1
"21285","15",165,22,2,21,"semantics","object","21",2,2,2,2,"dieR","Patient",2,2,"BA45",3,1393.1,"correct","noun",1
"21286","15",166,25,1,25,"semantics","subject","25",2,2,2,2,"dieL","Agent",1,1,"BA45",3,1103.2,"correct","noun",1
"21289","15",169,13,1,13,"semantics","subject","13",2,1,2,2,"dieR","Agent",2,1,"BA45",3,948.2,"correct","noun",1
"21292","15",172,34,1,34,"semantics","subject","34",2,2,2,2,"dieR","Agent",2,1,"BA45",3,1302.8,"correct","noun",1
"21295","15",175,61,2,60,"semantics","object","60",2,2,2,2,"dieR","Patient",2,2,"BA45",3,1024.3,"correct","noun",1
"21296","15",176,7,1,7,"semantics","subject","7",2,2,2,2,"dieR","Agent",2,1,"BA45",3,1056.5,"correct","noun",1
"21299","15",179,21,2,20,"semantics","object","20",2,2,2,1,"dieR","Agent",2,2,"BA45",3,850.9,"incorrect","noun",0
"21300","15",180,46,1,46,"semantics","subject","46",2,2,2,1,"dieR","Agent",2,2,"BA45",3,1035.9,"correct","noun",1
"21302","15",182,64,1,64,"semantics","subject","64",2,1,2,1,"dieL","Agent",1,2,"BA45",3,1243.7,"correct","noun",1
"21305","15",185,28,2,27,"semantics","object","27",2,1,2,2,"dieR","Patient",2,2,"BA45",3,1193.8,"correct","noun",1
"21307","15",187,12,2,11,"semantics","object","11",2,2,2,2,"dieR","Patient",2,2,"BA45",3,793.6,"correct","noun",1
"21308","15",188,52,1,52,"semantics","subject","52",2,2,2,2,"dieR","Agent",2,1,"BA45",3,1325.5,"correct","noun",1
"21310","15",190,32,2,31,"semantics","object","31",2,2,2,2,"dieL","Patient",1,2,"BA45",3,1126,"correct","noun",1
"21312","15",192,45,2,44,"semantics","object","44",2,1,2,1,"dieR","Patient",2,1,"BA45",3,1537.9,"correct","noun",1
"21314","16",2,43,1,43,"semantics","subject","43",2,1,2,2,"dieL","Agent",1,1,"BA44",1,937.4,"correct","noun",1
"21316","16",4,16,2,15,"semantics","object","15",2,1,2,2,"dieR","Patient",2,2,"BA44",1,857,"correct","noun",1
"21318","16",6,11,2,10,"semantics","object","10",2,1,2,1,"dieR","Patient",2,1,"BA44",1,991.5,"correct","noun",1
"21319","16",7,66,1,66,"semantics","subject","66",2,2,2,2,"dieL","Agent",1,1,"BA44",1,1288.3,"correct","noun",1
"21322","16",10,46,1,46,"semantics","subject","46",2,1,2,1,"dieR","Agent",2,2,"BA44",1,895.3,"correct","noun",1
"21324","16",12,60,1,60,"semantics","subject","60",2,1,2,2,"dieR","Agent",2,1,"BA44",1,680.5,"correct","noun",1
"21326","16",14,28,2,27,"semantics","object","27",2,2,2,2,"dieL","Patient",1,2,"BA44",1,1334.4,"correct","noun",1
"21329","16",17,39,2,38,"semantics","object","38",2,1,2,1,"dieR","Agent",2,2,"BA44",1,1527.8,"incorrect","noun",0
"21330","16",18,23,1,23,"semantics","subject","23",2,2,2,2,"dieL","Agent",1,1,"BA44",1,1168,"correct","noun",1
"21332","16",20,9,2,8,"semantics","object","8",2,2,2,1,"dieR","Patient",2,1,"BA44",1,855.1,"correct","noun",1
"21335","16",23,68,2,67,"semantics","object","67",2,1,2,1,"dieR","Patient",2,1,"BA44",1,799.5,"correct","noun",1
"21337","16",25,1,1,1,"semantics","subject","1",2,2,2,1,"dieL","Agent",1,2,"BA44",1,929.7,"correct","noun",1
"21340","16",28,20,1,20,"semantics","subject","20",2,1,2,1,"dieL","Agent",1,2,"BA44",1,796,"correct","noun",1
"21343","16",31,65,2,64,"semantics","object","64",2,2,2,1,"dieR","Patient",2,1,"BA44",1,835.8,"correct","noun",1
"21344","16",32,47,1,47,"semantics","subject","47",2,1,2,2,"dieL","Agent",1,1,"BA44",1,1435.7,"correct","noun",1
"21346","16",34,32,2,31,"semantics","object","31",2,1,2,2,"dieR","Agent",2,1,"BA44",1,981.3,"incorrect","noun",0
"21347","16",35,9,1,9,"semantics","subject","9",2,2,2,2,"dieL","Agent",1,1,"BA44",1,976.6,"correct","noun",1
"21349","16",37,46,2,45,"semantics","object","45",2,2,2,2,"dieR","Patient",2,2,"BA44",1,1188.9,"correct","noun",1
"21350","16",38,14,1,14,"semantics","subject","14",2,1,2,1,"dieR","Agent",2,2,"BA44",1,716.4,"correct","noun",1
"21353","16",41,7,1,7,"semantics","subject","7",2,1,2,2,"dieR","Agent",2,1,"BA44",1,745.9,"correct","noun",1
"21355","16",43,25,2,24,"semantics","object","24",2,1,2,1,"dieR","Patient",2,1,"BA44",1,1086.9,"correct","noun",1
"21357","16",45,36,2,35,"semantics","object","35",2,2,2,1,"dieR","Patient",2,1,"BA44",1,866.3,"correct","noun",1
"21358","16",46,2,1,2,"semantics","subject","2",2,2,2,2,"dieL","Agent",1,1,"BA44",1,791.6,"correct","noun",1
"21360","16",48,49,2,48,"semantics","object","48",2,2,2,1,"dieR","Patient",2,1,"BA44",1,758.9,"correct","noun",1
"21362","16",50,24,1,24,"semantics","subject","24",2,1,2,1,"dieL","Patient",1,1,"BA44",1,836.5,"incorrect","noun",0
"21364","16",52,48,2,47,"semantics","object","47",2,1,2,2,"dieL","Patient",1,2,"BA44",1,696.3,"correct","noun",1
"21365","16",53,11,1,11,"semantics","subject","11",2,1,2,2,"dieR","Agent",2,1,"BA44",1,892.6,"correct","noun",1
"21367","16",55,32,1,32,"semantics","subject","32",2,2,2,1,"dieR","Agent",2,2,"BA44",1,670.9,"correct","noun",1
"21370","16",58,67,1,67,"semantics","subject","67",2,1,2,1,"dieR","Agent",2,2,"BA44",1,1131.3,"correct","noun",1
"21371","16",59,13,2,12,"semantics","object","12",2,2,2,1,"dieL","Agent",1,2,"BA44",1,1149.6,"incorrect","noun",0
